Account,Company,Order,SKU,Country,Year,Quantity,UnitPrice,transactionComplete
123456787,Pryianka Ji,99996,s9-supercomputer,El Salvador,2000,7419,333,False
123456780,Kulas Inc,99999,s9-supercomputer,Nepal,1974,388,388,True
123456788,Super Sexy Dingo,99989,s1-supercomputer,Saint Martin,1995,5493,175,True
123456787,Will LLC,99992,s3-supercomputer,Congo,1996,4050,549,False
123456775,GitHub,99989,s1-supercomputer,Heard Island and McDonald Islands,1978,7270,664,False
123456782,Gen Power,99981,s7-supercomputer,Cuba,1970,8468,365,True
123456786,Will LLC,99999,s6-supercomputer,Syrian Arab Republic,2011,4826,437,True
123456776,Super Sexy Dingo,99989,s11-supercomputer,Gabon,1993,4757,618,True
123456773,Will LLC,99993,s7-supercomputer,Australia,2013,5281,402,False
123456772,Loolo INC,99982,s1-supercomputer,Ukraine,1970,2644,163,True
123456774,Super Sexy Dingo,99986,s10-supercomputer,Sweden,1994,6121,529,False
123456784,Gen Power,99994,s7-supercomputer,Bermuda,1979,3474,319,True
123456781,Will LLC,99985,s11-supercomputer,Lebanon,1980,5272,403,True
123456774,My SQ Man,99998,s2-supercomputer,Liechtenstein,1995,4500,60,True
123456777,Kirlosker Service Center,99992,s7-supercomputer,Denmark,2006,1514,226,False
123456775,Will LLC,99980,s2-supercomputer,Finland,2013,2108,315,True
123456770,Name IT,99985,s4-supercomputer,Mongolia,2006,6921,79,True
123456776,Name IT,99981,s9-supercomputer,Belarus,1982,1007,259,True
123456787,Super Sexy Dingo,99983,s7-supercomputer,Montenegro,2012,1033,575,False
123456785,Kirlosker Service Center,99994,s2-supercomputer,Maldives,1980,2561,558,True
123456786,Super Sexy Dingo,99986,s4-supercomputer,Portugal,2017,6477,206,True
123456770,ABC Dogma,99985,s4-supercomputer,Palestinian Territory,1976,3050,343,True
123456787,My SQ Man,99991,s10-supercomputer,Niue,2001,2138,358,False
123456770,Gen Power,99995,s4-supercomputer,Turks and Caicos Islands,1978,3489,603,True
123456779,Name IT,99990,s4-supercomputer,Argentina,2014,9770,254,False
123456788,ABC Dogma,99999,s7-supercomputer,Uzbekistan,2014,6327,187,True
123456787,My SQ Man,99987,s7-supercomputer,Latvia,1979,9650,168,True
123456788,My SQ Man,99991,s4-supercomputer,Switzerland,2019,6109,45,True
123456781,GitHub,99987,s3-supercomputer,Falkland Islands (Malvinas),1982,5922,594,False
123456782,GitHub,99983,s7-supercomputer,Korea,1993,9294,293,False
123456774,Super Sexy Dingo,99981,s1-supercomputer,Lithuania,1973,367,133,False
123456775,Gen Power,99991,s7-supercomputer,Malaysia,1978,9722,146,False
123456774,Will LLC,99982,s5-supercomputer,Tuvalu,1985,5469,511,True
123456786,GitHub,99981,s9-supercomputer,Armenia,1997,517,516,True
123456779,Loolo INC,99995,s1-supercomputer,Guadeloupe,1994,499,562,True
123456777,Loolo INC,99995,s8-supercomputer,Reunion,1977,5443,13,True
123456783,GitHub,99990,s9-supercomputer,Mali,1996,6693,85,True
123456777,Loolo INC,99997,s8-supercomputer,Egypt,1986,7453,43,False
123456783,ABC Dogma,99991,s1-supercomputer,New Zealand,1986,3242,57,False
123456780,SAS Web Tec,99986,s11-supercomputer,British Indian Ocean Territory (Chagos Archipelago),2004,921,373,True
123456783,Gen Power,99986,s10-supercomputer,Montenegro,1981,1396,552,False
123456781,Kulas Inc,99983,s5-supercomputer,Dominica,1983,9904,228,False
123456770,My SQ Man,99992,s2-supercomputer,Pitcairn Islands,2004,2774,330,True
123456776,Kulas Inc,99996,s5-supercomputer,Switzerland,1981,15,373,False
123456786,Will LLC,99990,s5-supercomputer,Netherlands Antilles,2009,9817,153,True
123456786,Pryianka Ji,99993,s5-supercomputer,Palau,2015,2102,485,False
123456779,Kirlosker Service Center,99987,s7-supercomputer,Yemen,1988,771,463,True
123456785,SAS Web Tec,99995,s3-supercomputer,Philippines,1995,5092,376,False
123456783,Kirlosker Service Center,99980,s9-supercomputer,Brazil,2009,2976,391,True
123456772,SAS Web Tec,99994,s11-supercomputer,Ukraine,1984,1232,531,True
123456784,Kulas Inc,99998,s1-supercomputer,Zimbabwe,1975,9436,544,False
123456783,Gen Power,99996,s1-supercomputer,Israel,1986,9551,296,True
123456780,Kirlosker Service Center,99995,s3-supercomputer,British Indian Ocean Territory (Chagos Archipelago),1992,6441,271,True
123456777,Loolo INC,99992,s4-supercomputer,Nicaragua,1996,9026,253,False
123456787,Kulas Inc,99983,s11-supercomputer,Bahrain,2018,173,135,False
123456781,Pryianka Ji,99982,s10-supercomputer,Bangladesh,1971,4878,643,False
123456772,Will LLC,99982,s2-supercomputer,Christmas Island,1995,1656,31,True
123456788,SAS Web Tec,99997,s1-supercomputer,Western Sahara,2015,1694,459,False
123456770,Pryianka Ji,99996,s11-supercomputer,Cambodia,2004,25,447,False
123456783,Gen Power,99990,s3-supercomputer,Ecuador,1970,6927,363,True
123456787,My SQ Man,99999,s3-supercomputer,Poland,1990,949,160,False
123456770,ABC Dogma,99996,s3-supercomputer,Gibraltar,1996,6514,353,True
123456785,Kulas Inc,99993,s7-supercomputer,Cote d'Ivoire,1988,2491,528,False
123456771,Super Sexy Dingo,99999,s9-supercomputer,El Salvador,2012,3006,303,False
123456771,Will LLC,99983,s6-supercomputer,Japan,2015,8981,314,False
123456775,Gen Power,99998,s9-supercomputer,Senegal,1999,1597,266,False
123456785,Loolo INC,99990,s5-supercomputer,Niger,2000,8444,424,True
123456779,Kulas Inc,99998,s7-supercomputer,Cyprus,1976,7456,54,False
123456788,Name IT,99985,s1-supercomputer,Guatemala,1979,7738,675,True
123456771,Will LLC,99999,s11-supercomputer,Cocos (Keeling) Islands,2001,1238,30,True
123456788,GitHub,99986,s3-supercomputer,Bhutan,1980,326,416,False
123456779,Pryianka Ji,99994,s9-supercomputer,Egypt,2001,4451,195,True
123456770,Will LLC,99986,s8-supercomputer,Azerbaijan,2017,2175,623,False
123456779,SAS Web Tec,99985,s6-supercomputer,Palau,1978,8830,599,True
123456775,Name IT,99990,s8-supercomputer,Ethiopia,1998,2855,676,True
123456783,GitHub,99987,s5-supercomputer,Timor-Leste,1980,6105,41,False
123456782,Will LLC,99993,s3-supercomputer,Burkina Faso,1981,9932,42,True
123456784,ABC Dogma,99987,s4-supercomputer,Ethiopia,1982,6009,54,True
123456780,Loolo INC,99996,s5-supercomputer,Bahamas,2001,7767,69,False
123456778,Gen Power,99985,s5-supercomputer,Macedonia,1979,7338,374,True
123456772,Kulas Inc,99980,s8-supercomputer,Netherlands,1990,7260,569,False
123456777,Gen Power,99991,s7-supercomputer,Guernsey,2010,7490,575,False
123456777,Loolo INC,99981,s2-supercomputer,Ethiopia,2015,4749,674,True
123456772,My SQ Man,99980,s10-supercomputer,Pakistan,2003,4674,35,True
123456773,My SQ Man,99998,s1-supercomputer,Qatar,2008,7498,555,True
123456771,Kulas Inc,99981,s9-supercomputer,Andorra,2017,1228,383,False
123456776,Kulas Inc,99995,s3-supercomputer,Nepal,2008,8808,308,True
123456771,Pryianka Ji,99990,s6-supercomputer,Chile,2003,4130,30,False
123456770,GitHub,99986,s11-supercomputer,Guam,2008,4170,605,False
123456789,Gen Power,99980,s1-supercomputer,Mozambique,1995,8658,642,True
123456780,Pryianka Ji,99996,s10-supercomputer,Swaziland,2010,1773,642,True
123456775,Will LLC,99994,s5-supercomputer,Serbia,2002,9919,509,True
123456777,Pryianka Ji,99998,s9-supercomputer,Lesotho,1970,7245,311,False
123456787,Kirlosker Service Center,99983,s9-supercomputer,Colombia,1976,3485,252,True
123456780,Loolo INC,99995,s9-supercomputer,Antigua and Barbuda,1988,6025,542,False
123456772,GitHub,99997,s8-supercomputer,Angola,1983,388,651,True
123456778,Super Sexy Dingo,99981,s1-supercomputer,Spain,1987,6317,196,True
123456784,Kirlosker Service Center,99987,s4-supercomputer,Indonesia,1975,2598,643,False
123456771,GitHub,99995,s9-supercomputer,Liechtenstein,1980,7272,253,False
123456785,Super Sexy Dingo,99989,s3-supercomputer,Pakistan,1975,18,98,False
123456774,Pryianka Ji,99998,s7-supercomputer,Mayotte,1979,4283,422,True
123456775,GitHub,99997,s2-supercomputer,Hungary,1980,7167,535,True
123456789,Pryianka Ji,99986,s5-supercomputer,Oman,1982,4475,650,True
123456789,Gen Power,99986,s8-supercomputer,Niger,1988,8994,676,False
123456782,Name IT,99983,s3-supercomputer,Mayotte,2014,9296,30,True
123456770,GitHub,99991,s4-supercomputer,Kiribati,1971,4636,282,False
123456789,My SQ Man,99996,s1-supercomputer,Cyprus,1977,289,170,True
123456776,Pryianka Ji,99982,s11-supercomputer,Puerto Rico,2010,2033,167,True
123456782,Name IT,99983,s9-supercomputer,Norway,1978,6821,133,False
123456774,GitHub,99985,s6-supercomputer,Angola,1991,9562,511,True
123456781,Pryianka Ji,99995,s7-supercomputer,Madagascar,1983,4338,644,False
123456781,Name IT,99991,s3-supercomputer,Solomon Islands,1974,7436,361,False
123456775,Gen Power,99996,s6-supercomputer,French Polynesia,1993,3004,295,False
123456772,Kulas Inc,99991,s7-supercomputer,Fiji,2016,7157,273,True
123456781,ABC Dogma,99995,s11-supercomputer,Uruguay,1974,4813,170,True
123456770,Name IT,99980,s5-supercomputer,Uzbekistan,2016,1959,429,False
123456778,Gen Power,99995,s7-supercomputer,Solomon Islands,2010,4237,135,False
123456777,Name IT,99983,s7-supercomputer,Saint Lucia,1995,1922,577,False
123456774,GitHub,99980,s8-supercomputer,San Marino,1993,4135,662,False
123456781,Loolo INC,99992,s11-supercomputer,Micronesia,2008,2951,686,False
123456783,Loolo INC,99982,s1-supercomputer,Lao People's Democratic Republic,1988,9917,237,False
123456780,Super Sexy Dingo,99986,s5-supercomputer,Hong Kong,1985,9825,426,False
123456770,SAS Web Tec,99997,s3-supercomputer,Burkina Faso,1976,3073,458,False
123456786,Kulas Inc,99989,s3-supercomputer,Slovenia,1973,600,56,False
123456782,Super Sexy Dingo,99985,s5-supercomputer,Gambia,1991,465,606,False
123456772,Kirlosker Service Center,99983,s7-supercomputer,Argentina,1978,815,567,False
123456779,Kirlosker Service Center,99983,s10-supercomputer,Uruguay,1977,4818,276,True
123456776,Pryianka Ji,99985,s1-supercomputer,Azerbaijan,2005,5468,595,True
123456774,Super Sexy Dingo,99987,s10-supercomputer,Mexico,1985,8210,196,True
123456789,Pryianka Ji,99997,s11-supercomputer,Marshall Islands,1998,9788,143,True
123456772,Pryianka Ji,99985,s10-supercomputer,Rwanda,2012,1942,609,True
123456776,Super Sexy Dingo,99992,s10-supercomputer,Swaziland,2008,1038,517,True
123456776,Pryianka Ji,99996,s9-supercomputer,Barbados,1972,6017,636,False
123456780,Loolo INC,99982,s10-supercomputer,French Southern Territories,2002,1503,120,False
123456783,Name IT,99985,s8-supercomputer,Vietnam,1989,5715,59,False
123456770,Name IT,99998,s9-supercomputer,Guam,2012,9952,488,True
123456786,Kulas Inc,99980,s4-supercomputer,Spain,1984,5892,345,False
123456774,Loolo INC,99993,s7-supercomputer,Montenegro,1997,8987,183,False
123456783,Kulas Inc,99981,s10-supercomputer,Taiwan,2007,7148,31,False
123456785,Loolo INC,99998,s7-supercomputer,Kiribati,1975,9927,439,True
123456788,Pryianka Ji,99986,s6-supercomputer,Jamaica,2004,4923,610,True
123456775,SAS Web Tec,99982,s10-supercomputer,Guinea-Bissau,1981,7517,227,False
123456784,My SQ Man,99994,s4-supercomputer,Croatia,2006,5815,351,False
123456771,My SQ Man,99981,s6-supercomputer,Antigua and Barbuda,2010,1793,365,False
123456773,Name IT,99995,s8-supercomputer,Mayotte,2009,8320,624,True
123456785,My SQ Man,99998,s7-supercomputer,Bermuda,1994,6708,65,True
123456784,ABC Dogma,99986,s4-supercomputer,Mauritania,1997,545,77,True
123456784,Kulas Inc,99983,s10-supercomputer,Cayman Islands,1998,1816,139,False
123456771,Kirlosker Service Center,99982,s5-supercomputer,Sudan,2012,7308,394,False
123456777,Kirlosker Service Center,99990,s5-supercomputer,Eritrea,2014,2290,424,False
123456770,SAS Web Tec,99992,s10-supercomputer,Pitcairn Islands,2002,7762,284,False
123456785,Gen Power,99994,s1-supercomputer,Swaziland,1985,1280,61,True
123456773,SAS Web Tec,99981,s2-supercomputer,Taiwan,1990,9140,430,True
123456774,My SQ Man,99992,s5-supercomputer,Maldives,2008,4881,662,False
123456778,Super Sexy Dingo,99983,s1-supercomputer,Palau,1973,3734,565,True
123456773,SAS Web Tec,99998,s4-supercomputer,Switzerland,1988,6270,450,True
123456777,My SQ Man,99987,s6-supercomputer,San Marino,2008,7205,410,False
123456781,Kulas Inc,99986,s10-supercomputer,Saudi Arabia,1990,1834,634,True
123456779,Super Sexy Dingo,99997,s4-supercomputer,Saudi Arabia,1995,7234,367,False
123456786,Loolo INC,99992,s1-supercomputer,Belarus,2003,4516,274,True
123456784,Will LLC,99994,s5-supercomputer,Falkland Islands (Malvinas),2003,1753,53,True
123456785,ABC Dogma,99997,s11-supercomputer,Cocos (Keeling) Islands,1996,2568,659,True
123456780,Will LLC,99985,s5-supercomputer,Equatorial Guinea,1978,6533,378,True
123456786,Gen Power,99994,s9-supercomputer,Honduras,1973,1622,95,False
123456780,Gen Power,99985,s1-supercomputer,Lao People's Democratic Republic,1970,8808,273,True
123456770,Pryianka Ji,99985,s10-supercomputer,French Guiana,1986,4115,218,False
123456783,Gen Power,99999,s1-supercomputer,Luxembourg,2012,7762,44,False
123456773,SAS Web Tec,99986,s11-supercomputer,Romania,2011,5353,660,False
123456789,ABC Dogma,99990,s9-supercomputer,Cayman Islands,1978,1823,623,False
123456780,My SQ Man,99981,s8-supercomputer,Austria,1977,4656,444,False
123456771,Pryianka Ji,99999,s9-supercomputer,Samoa,1972,4483,658,True
123456776,ABC Dogma,99997,s10-supercomputer,Liberia,1980,6527,524,False
123456774,Gen Power,99985,s1-supercomputer,Sri Lanka,1977,7377,14,False
123456788,Kirlosker Service Center,99987,s11-supercomputer,Mongolia,1979,6922,561,False
123456785,Gen Power,99993,s5-supercomputer,Martinique,2003,1828,533,True
123456780,SAS Web Tec,99990,s5-supercomputer,Israel,2003,5774,199,False
123456779,Super Sexy Dingo,99981,s3-supercomputer,Belgium,1991,9745,581,False
123456785,My SQ Man,99981,s3-supercomputer,Papua New Guinea,1995,1397,619,True
123456771,ABC Dogma,99992,s5-supercomputer,China,1990,9657,299,True
123456770,Pryianka Ji,99985,s5-supercomputer,Mozambique,1978,1235,165,False
123456778,Loolo INC,99998,s8-supercomputer,Macedonia,1997,9127,654,True
123456782,Kulas Inc,99989,s8-supercomputer,Somalia,1992,7169,513,True
123456774,My SQ Man,99985,s1-supercomputer,Liechtenstein,2004,605,618,False
123456788,Loolo INC,99997,s2-supercomputer,Romania,1999,3180,520,False
123456776,Gen Power,99995,s7-supercomputer,Georgia,1983,8493,250,False
123456776,Loolo INC,99987,s2-supercomputer,Tanzania,2008,4478,384,True
123456779,Will LLC,99981,s10-supercomputer,Sao Tome and Principe,2018,1542,356,False
123456777,Name IT,99997,s10-supercomputer,Indonesia,1987,5671,560,False
123456773,Name IT,99995,s8-supercomputer,Cayman Islands,1977,2378,40,True
123456789,My SQ Man,99994,s5-supercomputer,Kazakhstan,2004,5306,90,False
123456774,My SQ Man,99985,s8-supercomputer,Togo,2008,3767,393,False
123456784,Kulas Inc,99980,s1-supercomputer,Anguilla,2003,79,130,True
123456771,Will LLC,99981,s8-supercomputer,Saudi Arabia,1998,8813,17,False
123456774,Kirlosker Service Center,99991,s8-supercomputer,Poland,1993,632,145,True
123456777,Super Sexy Dingo,99997,s7-supercomputer,Norfolk Island,2011,6004,252,True
123456789,Gen Power,99991,s3-supercomputer,Switzerland,1975,842,57,True
123456785,GitHub,99997,s5-supercomputer,Liechtenstein,1979,4601,575,False
123456789,Pryianka Ji,99982,s9-supercomputer,Oman,1990,4155,620,False
123456786,Name IT,99983,s8-supercomputer,Micronesia,1992,4575,365,True
123456777,Kirlosker Service Center,99982,s2-supercomputer,New Zealand,1987,5800,631,True
123456776,Pryianka Ji,99989,s10-supercomputer,Lebanon,1983,642,382,True
123456781,Kirlosker Service Center,99985,s2-supercomputer,Spain,2006,9612,683,True
123456786,Name IT,99985,s9-supercomputer,Tajikistan,1991,282,458,False
123456772,SAS Web Tec,99993,s4-supercomputer,Barbados,1994,5307,415,True
123456786,SAS Web Tec,99989,s9-supercomputer,Saudi Arabia,2014,7152,181,True
123456777,Loolo INC,99991,s10-supercomputer,Turkmenistan,1990,9132,241,False
123456789,SAS Web Tec,99985,s8-supercomputer,Myanmar,1977,937,362,True
123456771,My SQ Man,99995,s11-supercomputer,United States Virgin Islands,2005,4892,574,False
123456770,Kirlosker Service Center,99983,s2-supercomputer,Swaziland,1980,6351,607,False
123456782,Name IT,99982,s7-supercomputer,Grenada,1995,2549,489,False
123456773,Name IT,99991,s8-supercomputer,British Virgin Islands,1976,8748,538,True
123456776,Loolo INC,99993,s3-supercomputer,Chile,1981,4945,90,True
123456774,Super Sexy Dingo,99985,s5-supercomputer,Iraq,1996,1695,560,True
123456774,Will LLC,99993,s10-supercomputer,Iraq,2005,349,560,False
123456776,Loolo INC,99982,s10-supercomputer,Hungary,2015,7099,677,True
123456779,Gen Power,99993,s9-supercomputer,Belize,1986,9090,629,True
123456778,Gen Power,99997,s9-supercomputer,Venezuela,2010,4715,175,False
123456778,My SQ Man,99980,s4-supercomputer,Bolivia,1982,7867,622,False
123456781,GitHub,99994,s9-supercomputer,Switzerland,2016,9460,581,True
123456780,SAS Web Tec,99996,s5-supercomputer,Slovenia,1994,8324,346,False
123456775,Name IT,99981,s10-supercomputer,Sao Tome and Principe,1981,7643,355,True
123456782,Name IT,99993,s1-supercomputer,Albania,1984,4981,17,False
123456787,Kirlosker Service Center,99992,s11-supercomputer,Serbia,1984,7491,141,False
123456778,Will LLC,99995,s6-supercomputer,Sudan,1991,2909,452,False
123456771,SAS Web Tec,99996,s7-supercomputer,Fiji,2017,8764,325,True
123456777,SAS Web Tec,99982,s10-supercomputer,Kyrgyz Republic,1999,7861,239,True
123456786,SAS Web Tec,99992,s8-supercomputer,Mexico,2005,162,338,False
123456781,GitHub,99986,s10-supercomputer,Sao Tome and Principe,1998,3270,159,True
123456778,ABC Dogma,99995,s11-supercomputer,Liberia,1996,1473,380,True
123456775,SAS Web Tec,99981,s3-supercomputer,Congo,1988,2839,26,True
123456772,Name IT,99980,s5-supercomputer,Guinea,2018,4283,520,False
123456772,Loolo INC,99987,s2-supercomputer,Romania,1972,2700,105,False
123456776,Gen Power,99980,s6-supercomputer,Rwanda,2005,4279,231,True
123456772,Kirlosker Service Center,99995,s1-supercomputer,Sao Tome and Principe,1993,4259,640,True
123456776,My SQ Man,99983,s2-supercomputer,Guatemala,1980,8302,288,True
123456780,Name IT,99999,s9-supercomputer,Puerto Rico,2011,616,298,False
123456780,GitHub,99981,s8-supercomputer,Bermuda,1978,598,620,True
123456772,Gen Power,99980,s10-supercomputer,Malawi,2008,8066,50,False
123456782,Kirlosker Service Center,99991,s9-supercomputer,Heard Island and McDonald Islands,1972,6525,669,True
123456771,GitHub,99997,s11-supercomputer,United States Minor Outlying Islands,1976,1097,292,True
123456787,SAS Web Tec,99980,s11-supercomputer,Myanmar,2010,2998,408,True
123456789,Super Sexy Dingo,99981,s8-supercomputer,Cambodia,1995,3221,353,False
123456772,Kirlosker Service Center,99980,s3-supercomputer,Zimbabwe,1987,6146,486,False
123456778,My SQ Man,99995,s10-supercomputer,Libyan Arab Jamahiriya,1995,2618,552,False
123456774,Gen Power,99983,s1-supercomputer,British Indian Ocean Territory (Chagos Archipelago),1983,7325,580,True
123456779,Pryianka Ji,99993,s8-supercomputer,Argentina,2006,4893,313,True
123456779,Will LLC,99999,s6-supercomputer,Slovakia (Slovak Republic),1988,3201,57,True
123456786,Will LLC,99992,s2-supercomputer,Tunisia,1983,8873,417,True
123456786,Kulas Inc,99994,s6-supercomputer,Sierra Leone,2010,9413,300,False
123456774,Kulas Inc,99996,s6-supercomputer,American Samoa,2016,7658,507,True
123456772,Pryianka Ji,99985,s4-supercomputer,Uganda,1983,5076,480,False
123456785,Kirlosker Service Center,99986,s3-supercomputer,Cyprus,1974,1551,657,True
123456774,Name IT,99989,s11-supercomputer,Senegal,1998,4803,59,False
123456789,Pryianka Ji,99994,s4-supercomputer,Cuba,1976,3715,84,False
123456787,Kirlosker Service Center,99989,s1-supercomputer,French Southern Territories,1997,5618,308,True
123456770,Kulas Inc,99985,s2-supercomputer,Montserrat,1991,3362,88,False
123456789,Pryianka Ji,99989,s6-supercomputer,Ethiopia,1980,284,323,False
123456783,Will LLC,99990,s11-supercomputer,Korea,1973,3157,365,True
123456770,ABC Dogma,99994,s4-supercomputer,Kuwait,2001,9253,28,False
123456773,ABC Dogma,99983,s9-supercomputer,Guernsey,2015,527,154,False
123456784,Super Sexy Dingo,99985,s5-supercomputer,Belarus,2013,794,42,False
123456777,Kulas Inc,99993,s4-supercomputer,Ireland,1977,7138,194,True
123456776,ABC Dogma,99986,s6-supercomputer,Australia,1980,5325,407,False
123456788,GitHub,99995,s1-supercomputer,Lao People's Democratic Republic,1989,3210,381,False
123456775,GitHub,99997,s6-supercomputer,Mozambique,1970,6775,195,False
123456776,Pryianka Ji,99981,s3-supercomputer,Congo,1978,3391,489,False
123456787,Kirlosker Service Center,99983,s1-supercomputer,Korea,2010,2331,594,True
123456782,Name IT,99998,s8-supercomputer,Ethiopia,1983,3777,76,False
123456787,Pryianka Ji,99996,s9-supercomputer,Greece,2014,8446,558,False
123456781,Will LLC,99999,s3-supercomputer,Liechtenstein,2007,4242,372,True
123456788,SAS Web Tec,99992,s7-supercomputer,Japan,1976,2611,349,True
123456770,Will LLC,99981,s7-supercomputer,Honduras,2015,408,390,False
123456785,Will LLC,99981,s11-supercomputer,Pakistan,1972,5661,63,True
123456774,Pryianka Ji,99998,s8-supercomputer,Vanuatu,2016,3181,297,False
123456770,My SQ Man,99987,s9-supercomputer,Kyrgyz Republic,1976,3258,526,True
123456776,Name IT,99987,s8-supercomputer,Australia,1986,2965,420,False
123456786,Loolo INC,99980,s6-supercomputer,Malta,1972,7150,50,False
123456779,Super Sexy Dingo,99995,s3-supercomputer,Dominican Republic,1973,6710,112,True
123456779,ABC Dogma,99991,s7-supercomputer,Guinea-Bissau,2010,9844,646,False
123456770,SAS Web Tec,99992,s3-supercomputer,Monaco,1998,13,63,True
123456775,Kulas Inc,99989,s5-supercomputer,Turkey,1987,3807,683,False
123456786,ABC Dogma,99989,s3-supercomputer,Sierra Leone,1995,4279,612,True
123456782,Loolo INC,99982,s6-supercomputer,Reunion,1980,4693,511,False
123456771,Gen Power,99996,s11-supercomputer,Somalia,1994,9622,136,False
123456782,My SQ Man,99990,s7-supercomputer,Spain,2007,7535,593,False
123456778,Kirlosker Service Center,99993,s2-supercomputer,Spain,2018,1871,590,False
123456776,Will LLC,99989,s3-supercomputer,Greece,2015,6095,487,True
123456784,ABC Dogma,99987,s10-supercomputer,Ecuador,1992,2293,529,False
123456777,Loolo INC,99987,s2-supercomputer,Armenia,2015,6620,206,False
123456782,Pryianka Ji,99992,s1-supercomputer,Vietnam,2008,6389,141,False
123456776,ABC Dogma,99989,s9-supercomputer,Netherlands,1992,6543,98,True
123456785,SAS Web Tec,99982,s6-supercomputer,Nigeria,2007,6626,598,True
123456784,SAS Web Tec,99997,s3-supercomputer,Dominica,1974,5340,59,True
123456772,My SQ Man,99994,s1-supercomputer,Belize,2012,1795,162,True
123456775,My SQ Man,99998,s6-supercomputer,Trinidad and Tobago,1978,4932,585,False
123456776,Super Sexy Dingo,99996,s2-supercomputer,Malaysia,2001,7083,502,False
123456778,Super Sexy Dingo,99996,s5-supercomputer,Tajikistan,1987,8113,577,False
123456771,ABC Dogma,99985,s2-supercomputer,Vietnam,1987,9923,462,False
123456780,Kulas Inc,99992,s2-supercomputer,Bahamas,1996,4148,508,True
123456782,Kulas Inc,99982,s1-supercomputer,Liberia,2014,5161,162,True
123456786,GitHub,99985,s4-supercomputer,Australia,2014,8821,668,False
123456779,Kirlosker Service Center,99997,s4-supercomputer,American Samoa,2018,8933,365,True
123456787,Kulas Inc,99993,s1-supercomputer,Norway,1979,1228,152,True
123456775,Will LLC,99980,s5-supercomputer,Maldives,2012,6745,243,True
123456789,My SQ Man,99980,s5-supercomputer,Norway,2003,1034,700,False
123456778,ABC Dogma,99989,s1-supercomputer,Belarus,2005,592,312,False
123456775,Name IT,99993,s11-supercomputer,Guatemala,1977,4267,281,True
123456776,Will LLC,99985,s1-supercomputer,Bouvet Island (Bouvetoya),1988,8070,529,True
123456777,Pryianka Ji,99985,s7-supercomputer,Ireland,1972,2705,155,False
123456783,Will LLC,99995,s4-supercomputer,Cook Islands,1989,5909,312,True
123456772,Super Sexy Dingo,99999,s6-supercomputer,Mauritius,2004,1800,258,False
123456777,GitHub,99983,s7-supercomputer,Nauru,2016,5111,193,False
123456777,Name IT,99997,s1-supercomputer,Cote d'Ivoire,1973,3691,157,True
123456787,Gen Power,99981,s11-supercomputer,India,1984,7131,693,True
123456771,Name IT,99989,s11-supercomputer,Sweden,1974,2113,576,False
123456783,ABC Dogma,99996,s1-supercomputer,New Zealand,2004,3880,457,True
123456785,My SQ Man,99985,s10-supercomputer,Peru,1991,5365,341,False
123456787,Super Sexy Dingo,99997,s7-supercomputer,Kazakhstan,2011,7864,42,False
123456776,My SQ Man,99997,s11-supercomputer,Isle of Man,1985,8169,359,True
123456789,My SQ Man,99986,s10-supercomputer,Cayman Islands,1989,4633,485,False
123456785,ABC Dogma,99992,s3-supercomputer,Mali,2007,1254,221,True
123456786,My SQ Man,99983,s9-supercomputer,Jamaica,1974,350,77,False
123456778,Kirlosker Service Center,99981,s8-supercomputer,Saint Lucia,2002,2366,47,False
123456786,Super Sexy Dingo,99987,s8-supercomputer,Paraguay,2011,4007,202,False
123456773,SAS Web Tec,99998,s2-supercomputer,Timor-Leste,1973,308,102,True
123456778,Name IT,99983,s9-supercomputer,Tonga,2000,8144,645,True
123456782,Loolo INC,99986,s8-supercomputer,Palau,1979,9522,410,False
123456778,Loolo INC,99993,s1-supercomputer,Ethiopia,1993,3059,271,True
123456778,Name IT,99983,s4-supercomputer,Guinea,2009,9337,625,False
123456783,Pryianka Ji,99985,s2-supercomputer,Latvia,1989,2337,270,True
123456775,Gen Power,99990,s11-supercomputer,Slovenia,2014,3713,422,True
123456775,ABC Dogma,99985,s1-supercomputer,Congo,2010,1628,354,False
123456774,Pryianka Ji,99985,s4-supercomputer,Lebanon,1999,1227,631,True
123456771,Super Sexy Dingo,99981,s6-supercomputer,Uzbekistan,1987,6309,593,False
123456777,My SQ Man,99981,s3-supercomputer,Uruguay,2016,3029,579,False
123456777,My SQ Man,99992,s2-supercomputer,Palau,2019,110,495,True
123456778,SAS Web Tec,99998,s4-supercomputer,Cuba,2010,688,253,False
123456778,Kulas Inc,99992,s1-supercomputer,Monaco,1988,1570,81,False
123456789,Kirlosker Service Center,99990,s8-supercomputer,Saint Lucia,2017,9818,215,True
123456775,Pryianka Ji,99996,s1-supercomputer,Libyan Arab Jamahiriya,2001,8810,37,True
123456771,Pryianka Ji,99989,s6-supercomputer,Tuvalu,2013,5192,614,True
123456777,Will LLC,99986,s10-supercomputer,Guernsey,2009,9034,361,False
123456782,Loolo INC,99999,s8-supercomputer,Morocco,1994,3506,353,False
123456776,Pryianka Ji,99989,s10-supercomputer,Qatar,2013,4931,684,False
123456781,GitHub,99983,s7-supercomputer,Christmas Island,1980,226,342,False
123456770,Kirlosker Service Center,99999,s9-supercomputer,Central African Republic,1991,8854,377,True
123456788,Pryianka Ji,99987,s6-supercomputer,New Zealand,2012,9304,483,True
123456783,My SQ Man,99990,s11-supercomputer,Guatemala,1998,1878,333,True
